Isolaat,amp100-1,amp100-2,amp100-3,amp100-4,amp100-5,amp100-6,amp100-7
Kan_87,0.05374285714286,0.10374285714286,0.14974285714286,0.31574285714286,0.48974285714286,0.47674285714286,
Kan_93,0.23674285714286,0.28474285714286,0.36474285714286,0.65174285714286,0.83274285714286,0.87374285714286,
Kan_94,0,0,0,0,0,0,
Kan_89,0.06174285714286,0.07574285714286,0.08374285714286,0.13274285714286,0.21474285714286,0.31174285714286,
Kan_102,0.22774285714286,0.27274285714286,0.33474285714286,0.62174285714286,0.84474285714286,0.86774285714286,
Kan_101,0.00874285714286,0.00974285714286,0.00874285714286,0.00774285714286,0.00774285714286,0.12574285714286,
Kan_105,0,0,0,0,0,0,
Kan_106,0.00374285714286,0.00474285714286,0.00474285714286,0.00574285714286,0.00474285714286,0.00474285714286,
Kan_83,0.00074285714286,0.00174285714286,0.00274285714286,0.00274285714286,0.00374285714286,0.00274285714286,
Cam_146,0.41674285714286,0.45674285714286,0.50174285714286,0.42874285714286,0.42274285714286,0.38574285714286,
Cam_152,0.36374285714286,0.42174285714286,0.47474285714286,0.67274285714286,0.76974285714286,0.74674285714286,
Cam_118,0.44474285714286,0.42874285714286,0.46674285714286,0.59874285714286,0.60574285714286,0.49474285714286,
Cam_128,0.00574285714286,0.00674285714286,0.00674285714286,0.00674285714286,0.07974285714286,0.26174285714286,
Cam_88,0.00774285714286,0.00874285714286,0.00874285714286,0.11174285714286,0.41574285714286,0.77474285714286,
Cam_141,0.39374285714286,0.43474285714286,0.49174285714286,0.62874285714286,0.69774285714286,0.73774285714286,
Cam_144,0.54274285714286,0.63274285714286,0.67874285714286,0.72274285714286,0.73374285714286,0.66774285714286,
Cam_138,0.00274285714286,0.00374285714286,0.00974285714286,0.18174285714286,0.41674285714286,0.49674285714286,
Cam_140,0.11574285714286,0.05974285714286,0.05774285714286,0.07574285714286,0.18574285714286,0.29174285714286,
Cam_139,0.39974285714286,0.43874285714286,0.47374285714286,0.58774285714286,0.65174285714286,0.63074285714286,
Cam_86,0.00274285714286,0.00374285714286,0.00374285714286,0.00274285714286,0.00374285714286,0.00274285714286,
Cam_153,0.40974285714286,0.47274285714286,0.49674285714286,0.59774285714286,0.72874285714286,0.71574285714286,
Cam_148,0.00574285714286,0.00674285714286,0.00574285714286,0.00474285714286,0.01074285714286,0.23874285714286,
Cam_147,0.05074285714286,0.06074285714286,0.07774285714286,0.39574285714286,0.68574285714286,0.84574285714286,
Cam_84,0.37974285714286,0.43674285714286,0.50574285714286,0.59774285714286,0.63174285714286,0.62374285714286,
Cam_125,0.40474285714286,0.44574285714286,0.49874285714286,0.72574285714286,0.77374285714286,0.78574285714286,
Cam_82,0.39274285714286,0.42574285714286,0.43174285714286,0.43774285714286,0.43574285714286,0.33774285714286,
Cam_83,0.44674285714286,0.50274285714286,0.63974285714286,0.76174285714286,0.80974285714286,0.78474285714286,
Cam_130,0.40074285714286,0.40274285714286,0.45874285714286,0.57674285714286,0.70874285714286,0.51874285714286,
Cam_136,0.00074285714286,0.00074285714286,0.00174285714286,0.00174285714286,0.00074285714286,0,
Cam_129,0.38274285714286,0.41474285714286,0.41774285714286,0.42874285714286,0.40374285714286,0.32274285714286,
Cam_110,0.46174285714286,0.45774285714286,0.45674285714286,0.45274285714286,0.46674285714286,0.45574285714286,
Cam_104,0.38774285714286,0.41774285714286,0.43974285714286,0.57974285714286,0.58074285714286,0.54774285714286,
Cam_134,0.36374285714286,0.43474285714286,0.51574285714286,0.71074285714286,0.78674285714286,0.74474285714286,
Cam_95,0.01374285714286,0.01174285714286,0.01074285714286,0.02774285714286,0.08674285714286,0.20474285714286,
Cam_94,0.36674285714286,0.40174285714286,0.42474285714286,0.47274285714286,0.51874285714286,0.48474285714286,
Cam_131,0.24774285714286,0.26474285714286,0.25174285714286,0.28374285714286,0.29774285714286,0.25074285714286,
Cam_103,0.38674285714286,0.41174285714286,0.46774285714286,0.65974285714286,0.75474285714286,0.78874285714286,
Cam_98,0.15374285714286,0.19174285714286,0.22374285714286,0.73774285714286,0.79874285714286,0.89374285714286,
Cam_97,0.48774285714286,0.48374285714286,0.48374285714286,0.46574285714286,0.49674285714286,0.45774285714286,
Cam_101,0.39274285714286,0.45574285714286,0.52274285714286,0.68474285714286,0.77474285714286,0.79474285714286,
Cam_106,0.39974285714286,0.42874285714286,0.46774285714286,0.58374285714286,0.68374285714286,0.77674285714286,
Cam_111,0.38974285714286,0.44274285714286,0.49074285714286,0.52874285714286,0.64174285714286,0.59274285714286,
Cam_117,0.32774285714286,0.40674285714286,0.44374285714286,0.54874285714286,0.66374285714286,0.66874285714286,
Cam_105,0.00474285714286,0.00574285714286,0.00474285714286,0.00474285714286,0.00574285714286,0.00574285714286,
Cam_132,0.21774285714286,0.27774285714286,0.32774285714286,0.42474285714286,0.50174285714286,0.55374285714286,
Cam_91,0.00274285714286,0.00274285714286,0.00374285714286,0.00374285714286,0.00174285714286,0.00474285714286,
Cam_108,0.01174285714286,0.01974285714286,0.05974285714286,0.28274285714286,0.48374285714286,0.59774285714286,
